"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"01-Dec-2023","EQ","1,200.00","1,200.00","1,155.75","1,204.60","1,166.00","1,167.00","1,177.64","1,258.50","410.40","29,01,397","3,41,67,94,734.35","78,610"
"30-Nov-2023","EQ","1,176.00","1,218.00","1,171.00","1,164.10","1,206.00","1,204.60","1,193.64","1,258.50","410.40","61,71,554","7,36,66,34,310.15","1,49,043"
"29-Nov-2023","EQ","1,140.00","1,179.75","1,138.00","1,132.75","1,164.00","1,164.10","1,157.27","1,258.50","410.40","39,16,140","4,53,20,13,307.55","92,398"
"28-Nov-2023","EQ","1,128.00","1,148.00","1,121.00","1,121.70","1,130.00","1,132.75","1,133.98","1,258.50","410.40","20,17,146","2,28,74,05,182.60","53,678"
"24-Nov-2023","EQ","1,113.70","1,138.80","1,111.00","1,107.20","1,119.00","1,121.70","1,125.56","1,258.50","410.40","29,57,819","3,32,91,94,004.95","69,006"
"23-Nov-2023","EQ","1,078.15","1,143.70","1,078.00","1,078.15","1,115.00","1,107.20","1,117.71","1,258.50","410.40","66,79,742","7,46,60,10,321.15","1,64,462"
"22-Nov-2023","EQ","1,096.00","1,101.90","1,071.00","1,092.90","1,078.00","1,078.15","1,085.32","1,258.50","410.40","9,85,714","1,06,98,14,714.25","30,662"
"21-Nov-2023","EQ","1,094.70","1,119.90","1,081.00","1,088.95","1,091.70","1,092.90","1,103.42","1,258.50","410.40","22,60,274","2,49,40,22,554.40","64,427"
"20-Nov-2023","EQ","1,086.00","1,111.00","1,066.20","1,081.45","1,087.00","1,088.95","1,094.03","1,258.50","410.40","18,82,956","2,06,00,02,241.80","56,011"
"17-Nov-2023","EQ","1,084.90","1,097.65","1,074.00","1,078.60","1,083.50","1,081.45","1,083.87","1,258.50","410.40","9,47,232","1,02,66,73,786.05","29,425"
"16-Nov-2023","EQ","1,104.00","1,114.35","1,074.75","1,098.25","1,081.90","1,078.60","1,096.80","1,258.50","410.40","21,73,797","2,38,42,29,024.85","55,393"
"15-Nov-2023","EQ","1,063.90","1,108.50","1,050.80","1,053.80","1,098.40","1,098.25","1,089.42","1,258.50","410.40","39,37,232","4,28,92,80,871.60","90,646"
"13-Nov-2023","EQ","1,058.00","1,075.60","1,050.30","1,059.30","1,053.00","1,053.80","1,061.78","1,258.50","410.40","11,90,466","1,26,40,16,603.10","28,000"
"12-Nov-2023","EQ","1,058.15","1,064.00","1,056.00","1,048.70","1,058.10","1,059.30","1,059.86","1,258.50","410.40","3,58,395","37,98,46,778.60","12,266"
"10-Nov-2023","EQ","1,035.00","1,068.85","1,030.00","1,037.60","1,049.30","1,048.70","1,053.03","1,258.50","410.40","19,81,727","2,08,68,20,298.80","47,065"
"09-Nov-2023","EQ","1,052.60","1,058.20","1,030.05","1,047.35","1,040.00","1,037.60","1,043.19","1,258.50","410.40","16,84,744","1,75,75,08,675.70","43,473"
"08-Nov-2023","EQ","1,061.65","1,073.30","1,044.05","1,042.25","1,046.90","1,047.35","1,057.65","1,258.50","410.40","21,96,784","2,32,34,35,989.05","56,531"
"07-Nov-2023","EQ","1,018.00","1,068.35","1,013.25","1,004.30","1,039.55","1,042.25","1,042.05","1,258.50","410.40","58,43,367","6,08,91,00,773.65","1,34,977"
"06-Nov-2023","EQ","951.30","1,012.00","943.10","945.05","1,008.00","1,004.30","989.16","1,258.50","410.40","36,53,655","3,61,40,41,615.10","92,432"
"03-Nov-2023","EQ","955.25","959.20","940.00","950.60","943.05","945.05","949.73","1,258.50","410.40","7,27,027","69,04,80,960.70","22,262"
"02-Nov-2023","EQ","960.00","969.00","945.25","947.15","949.00","950.60","954.58","1,258.50","410.40","6,93,089","66,16,10,870.70","21,769"
"01-Nov-2023","EQ","954.40","959.00","940.25","951.35","951.50","947.15","949.13","1,258.50","410.40","8,56,269","81,27,12,859.60","28,788"
"31-Oct-2023","EQ","960.80","974.05","944.60","958.25","950.00","951.35","960.70","1,258.50","410.40","10,93,002","1,05,00,51,834.95","34,850"
"30-Oct-2023","EQ","989.80","990.30","950.00","986.35","956.50","958.25","964.10","1,258.50","410.40","14,86,735","1,43,33,60,817.15","45,760"
"27-Oct-2023","EQ","954.70","1,006.70","937.30","941.80","984.70","986.35","983.17","1,258.50","410.40","45,03,610","4,42,78,25,516.50","1,20,218"
"26-Oct-2023","EQ","909.15","957.20","871.20","927.60","941.00","941.80","914.52","1,258.50","410.40","43,96,619","4,02,07,96,887.70","1,29,597"
"25-Oct-2023","EQ","979.05","997.10","908.00","975.25","930.00","927.60","945.16","1,258.50","410.40","21,04,299","1,98,89,05,970.05","72,713"
"23-Oct-2023","EQ","1,031.00","1,039.50","970.00","1,004.45","973.00","975.25","995.40","1,258.50","410.40","20,89,860","2,08,02,49,719.60","70,619"
"20-Oct-2023","EQ","1,022.00","1,024.95","1,000.00","1,023.35","1,006.75","1,004.45","1,012.19","1,258.50","410.40","8,36,786","84,69,85,520.95","31,037"
"19-Oct-2023","EQ","1,024.70","1,035.90","1,017.05","1,033.60","1,025.00","1,023.35","1,024.94","1,258.50","410.40","6,95,792","71,31,45,542.40","21,056"
"18-Oct-2023","EQ","1,050.00","1,059.90","1,028.00","1,045.85","1,033.20","1,033.60","1,038.96","1,258.50","410.40","11,92,527","1,23,89,92,193.10","33,121"
"17-Oct-2023","EQ","1,069.15","1,074.75","1,040.00","1,059.55","1,045.00","1,045.85","1,054.21","1,258.50","410.40","20,27,616","2,13,75,23,978.30","51,471"
"16-Oct-2023","EQ","1,031.00","1,070.00","1,016.80","1,030.15","1,053.00","1,059.55","1,049.37","1,258.50","410.40","29,30,195","3,07,48,50,913.95","69,850"
"13-Oct-2023","EQ","1,032.00","1,038.95","1,013.00","1,034.50","1,031.00","1,030.15","1,026.11","1,258.50","410.40","13,40,724","1,37,57,25,895.15","36,611"
"12-Oct-2023","EQ","1,049.05","1,055.15","1,031.00","1,048.80","1,036.00","1,034.50","1,037.83","1,258.50","410.40","9,06,740","94,10,41,221.15","26,816"
"11-Oct-2023","EQ","1,057.00","1,063.50","1,042.00","1,048.60","1,048.00","1,048.80","1,050.19","1,258.50","410.40","12,04,884","1,26,53,57,063.60","31,373"
"10-Oct-2023","EQ","1,062.00","1,088.00","1,045.00","1,033.30","1,051.00","1,048.60","1,064.97","1,258.50","410.40","25,16,537","2,68,00,32,413.05","59,632"
"09-Oct-2023","EQ","1,042.10","1,058.15","1,024.95","1,072.30","1,031.00","1,033.30","1,039.50","1,258.50","410.40","14,56,616","1,51,41,49,283.25","40,977"
"06-Oct-2023","EQ","1,075.00","1,092.00","1,060.70","1,072.35","1,072.00","1,072.30","1,070.95","1,258.50","410.40","17,40,479","1,86,39,61,851.25","42,194"
"05-Oct-2023","EQ","1,052.00","1,105.00","1,052.00","1,041.30","1,067.75","1,072.35","1,083.62","1,258.50","410.40","50,33,605","5,45,45,08,047.35","1,08,245"
"04-Oct-2023","EQ","1,069.85","1,069.90","1,017.00","1,069.00","1,046.00","1,041.30","1,043.32","1,258.50","410.40","19,49,858","2,03,43,27,280.95","58,418"
"03-Oct-2023","EQ","1,086.00","1,090.35","1,061.20","1,085.25","1,073.00","1,069.00","1,071.36","1,258.50","410.40","19,87,534","2,12,93,57,139.75","51,359"
"29-Sep-2023","EQ","1,063.70","1,117.90","1,063.00","1,057.70","1,085.00","1,085.25","1,099.51","1,258.50","401.20","64,30,593","7,07,05,32,428.65","1,56,102"
"28-Sep-2023","EQ","1,095.00","1,108.70","1,051.10","1,088.15","1,060.00","1,057.70","1,078.83","1,258.50","401.20","30,56,438","3,29,73,63,834.95","76,176"
"27-Sep-2023","EQ","1,090.40","1,130.00","1,075.60","1,087.75","1,084.95","1,088.15","1,104.68","1,258.50","401.20","76,72,695","8,47,58,89,172.70","1,75,960"
"26-Sep-2023","EQ","985.60","1,124.00","984.05","983.25","1,085.00","1,087.75","1,074.93","1,258.50","401.20","1,72,26,553","18,51,73,34,381.80","3,78,840"
"25-Sep-2023","EQ","1,007.50","1,013.95","972.30","1,002.15","981.00","983.25","985.60","1,258.50","401.20","16,57,888","1,63,40,17,283.45","56,149"
"22-Sep-2023","EQ","1,044.05","1,052.20","997.10","1,038.85","1,002.40","1,002.15","1,010.73","1,258.50","377.30","22,01,499","2,22,51,17,433.85","66,667"
"21-Sep-2023","EQ","1,066.95","1,085.35","1,030.80","1,066.15","1,042.20","1,038.85","1,053.89","1,258.50","377.30","18,83,577","1,98,50,75,754.80","59,899"
"20-Sep-2023","EQ","1,088.00","1,088.00","1,045.00","1,089.50","1,064.00","1,066.15","1,062.51","1,258.50","377.30","24,59,592","2,61,33,48,931.70","73,428"
"18-Sep-2023","EQ","1,114.45","1,128.00","1,081.00","1,107.05","1,089.00","1,089.50","1,102.49","1,258.50","377.30","18,06,058","1,99,11,62,036.60","59,295"
"15-Sep-2023","EQ","1,086.40","1,140.00","1,086.40","1,086.35","1,104.90","1,107.05","1,115.81","1,258.50","373.60","48,12,191","5,36,94,68,016.35","1,31,071"
"14-Sep-2023","EQ","1,106.40","1,117.85","1,072.25","1,087.25","1,085.35","1,086.35","1,088.90","1,258.50","373.60","18,58,105","2,02,32,85,838.55","56,145"
"13-Sep-2023","EQ","1,073.95","1,135.50","1,036.65","1,065.70","1,093.00","1,087.25","1,078.38","1,258.50","373.60","50,20,577","5,41,40,96,132.40","1,54,776"
"12-Sep-2023","EQ","1,199.05","1,203.75","1,032.25","1,204.05","1,074.00","1,065.70","1,107.21","1,258.50","373.60","62,72,347","6,94,47,99,196.05","1,91,631"
"11-Sep-2023","EQ","1,228.70","1,241.05","1,190.15","1,209.45","1,194.35","1,204.05","1,219.61","1,258.50","373.60","40,70,422","4,96,43,13,174.70","1,14,690"
"08-Sep-2023","EQ","1,200.00","1,258.50","1,164.75","1,146.15","1,214.10","1,209.45","1,221.53","1,258.50","371.20","1,83,49,377","22,41,43,51,945.70","4,23,984"
"07-Sep-2023","EQ","955.00","1,146.15","947.00","955.15","1,146.15","1,146.15","1,087.25","1,146.15","371.20","1,59,34,469","17,32,47,36,560.25","2,98,856"
"06-Sep-2023","EQ","952.55","958.00","927.60","953.30","952.00","955.15","944.81","962.00","371.20","27,95,455","2,64,11,80,832.85","56,798"
"05-Sep-2023","EQ","920.00","962.00","918.80","913.15","948.00","953.30","944.47","962.00","371.20","53,70,758","5,07,25,19,010.45","85,415"
"04-Sep-2023","EQ","913.05","943.00","904.45","908.50","921.00","913.15","919.51","943.00","371.20","35,19,705","3,23,64,17,123.75","62,957"
"01-Sep-2023","EQ","910.25","922.00","893.10","905.70","903.10","908.50","906.16","923.00","357.60","36,80,131","3,33,48,03,410.25","62,197"
"31-Aug-2023","EQ","875.25","910.00","865.00","869.20","905.00","905.70","895.32","923.00","357.60","73,36,256","6,56,82,78,937.65","1,15,173"
"30-Aug-2023","EQ","849.00","907.95","843.00","845.30","871.10","869.20","886.20","923.00","357.60","93,01,508","8,24,30,26,643.65","1,55,728"
"29-Aug-2023","EQ","850.00","855.70","841.50","848.10","845.50","845.30","847.18","923.00","357.60","8,04,156","68,12,64,686.35","20,349"
"28-Aug-2023","EQ","843.90","868.90","833.40","839.70","847.25","848.10","851.08","923.00","357.60","18,89,677","1,60,82,68,788.45","45,320"
"25-Aug-2023","EQ","848.00","862.90","821.75","848.75","840.00","839.70","842.03","923.00","329.10","19,20,832","1,61,74,04,004.20","45,365"
"24-Aug-2023","EQ","873.00","876.80","843.30","867.20","849.65","848.75","856.13","923.00","329.10","21,34,878","1,82,77,32,500.50","46,239"
"23-Aug-2023","EQ","829.30","877.80","820.95","825.15","866.00","867.20","859.95","923.00","329.10","71,57,895","6,15,54,49,825.45","1,23,441"
"22-Aug-2023","EQ","837.10","846.75","817.10","829.70","825.25","825.15","829.69","923.00","329.10","24,09,602","1,99,92,28,303.00","48,158"
"21-Aug-2023","EQ","849.90","863.00","817.65","843.45","834.00","829.70","836.31","923.00","329.10","56,92,255","4,76,05,14,848.75","1,08,077"
"18-Aug-2023","EQ","882.00","923.00","835.70","875.70","842.70","843.45","870.10","923.00","329.10","1,38,47,921","12,04,90,92,827.70","2,58,545"
"17-Aug-2023","EQ","812.95","904.45","811.65","807.85","875.50","875.70","878.22","904.45","329.10","2,53,96,803","22,30,40,36,912.35","4,26,410"
"16-Aug-2023","EQ","690.00","822.00","685.40","687.90","802.90","807.85","772.46","822.00","329.10","2,30,16,954","17,77,97,68,400.90","3,37,867"
"14-Aug-2023","EQ","650.00","695.20","645.40","645.85","686.90","687.90","683.47","717.00","329.10","73,62,816","5,03,22,67,915.40","1,13,373"
"11-Aug-2023","EQ","660.30","675.95","632.20","658.90","645.00","645.85","655.19","717.00","329.10","26,88,002","1,76,11,48,045.05","62,921"
"10-Aug-2023","EQ","658.55","661.75","653.00","659.50","660.20","658.90","656.90","717.00","329.10","4,37,889","28,76,50,095.45","11,103"
"09-Aug-2023","EQ","667.50","667.90","656.75","666.05","658.50","659.50","661.16","717.00","329.10","5,80,851","38,40,38,331.10","15,238"
"08-Aug-2023","EQ","659.75","668.80","657.85","660.80","666.00","666.05","663.46","717.00","329.10","6,21,774","41,25,21,014.00","14,286"
"07-Aug-2023","EQ","673.95","677.00","656.60","670.65","657.85","660.80","664.99","717.00","329.10","6,27,499","41,72,79,166.70","14,812"
"04-Aug-2023","EQ","669.55","675.30","663.50","666.20","667.85","670.65","669.39","717.00","328.15","6,43,667","43,08,62,652.15","13,553"
"03-Aug-2023","EQ","665.80","673.00","657.00","665.80","665.35","666.20","665.49","717.00","328.15","8,90,227","59,24,33,862.45","18,972"
"02-Aug-2023","EQ","665.00","675.80","648.05","670.20","666.70","665.80","664.89","717.00","328.15","16,37,064","1,08,84,74,371.65","32,884"
"01-Aug-2023","EQ","675.00","698.40","667.20","669.05","668.00","670.20","684.33","717.00","328.15","26,91,678","1,84,19,92,394.50","48,062"
"31-Jul-2023","EQ","682.10","683.25","666.30","681.05","669.50","669.05","671.03","717.00","328.15","8,48,788","56,95,58,344.35","19,356"
"28-Jul-2023","EQ","673.10","684.30","671.00","670.95","678.60","681.05","678.84","717.00","320.70","10,87,994","73,85,79,160.25","19,282"
"27-Jul-2023","EQ","684.10","688.90","666.00","681.10","674.50","670.95","675.59","717.00","320.70","11,90,940","80,45,89,686.30","23,546"
"26-Jul-2023","EQ","690.85","699.25","676.10","688.10","681.80","681.10","686.15","717.00","320.70","18,27,909","1,25,42,20,533.35","30,972"
"25-Jul-2023","EQ","684.50","717.00","682.10","680.70","687.00","688.10","701.42","717.00","320.70","69,62,797","4,88,38,20,428.15","1,11,909"
"24-Jul-2023","EQ","668.50","687.00","663.85","667.20","680.00","680.70","676.41","687.60","320.70","18,98,713","1,28,43,07,336.35","33,227"
